Customer ID,1st Order Profit,Subsequent Order Profit,Subsequent Orders Count,Total value of all promotions
15950,2,26,5,0
15951,16,11,1,0
15952,14,18,3,1
15953,4,67,13,0
15954,16,22,5,4
15955,11,0,0,4
15956,13,62,5,0
15957,3,0,0,1
15958,7,109,12,16
15959,8,216,16,0
15960,12,15,1,3
15961,17,58,5,9
15962,6,0,0,2
15963,16,0,0,2
15964,7,0,0,2
15965,16,150,16,67
15966,17,75,6,16
15967,7,0,0,3
15968,2,34,4,0
15969,7,0,0,3
15970,24,0,0,3
15971,15,0,0,4
15972,3,0,0,1
15973,15,0,0,8
15974,4,0,0,0
15975,2,0,0,0
15976,12,0,0,3
15977,8,0,0,1
15978,3,0,0,0
15979,9,0,0,2
15980,7,20,2,5
15981,3,0,0,0
15982,6,20,3,7
15983,4,47,3,4
15984,14,74,7,25
15985,8,26,4,4
15986,19,0,0,4
15987,15,0,0,5
15988,3,45,10,2
15989,10,0,0,3
15990,17,27,4,7
15991,15,0,0,2
15992,12,84,7,0
15993,4,7,4,0
15994,8,30,6,0
15995,19,77,9,0
15996,12,31,3,8
15998,5,48,6,10
15999,3,0,0,1
16000,9,25,3,7
16001,12,0,0,2
16002,3,71,10,24
16003,15,112,10,3
16004,8,0,0,2
16005,5,70,10,12
16006,11,46,5,12
16007,15,0,0,5
16008,19,21,3,0
16009,8,51,6,16
16010,6,63,10,7
16011,19,17,1,6
16012,4,59,6,7
16013,17,29,2,6
16014,13,118,8,58
16015,10,42,3,18
16016,8,109,10,32
16017,13,0,0,3
16018,13,57,5,32
16019,4,5,1,0
16020,21,45,8,13
16022,12,89,7,12
16023,10,0,0,0
16024,6,20,3,1
16025,18,15,1,17
16026,18,43,7,3
16027,2,0,0,0
16028,17,0,0,9
16029,2,0,0,0
16030,4,0,0,0
16031,28,34,3,0
16032,16,0,0,2
16033,16,44,8,22
16034,5,47,10,2
16035,1,54,6,0
16036,14,88,8,8
16037,6,0,0,1
16038,12,4,1,0
16039,13,26,4,0
16040,2,117,12,2
16041,10,84,7,53
16042,4,61,7,0
16043,25,49,5,17
16044,6,37,7,0
16045,10,0,0,3
16046,15,70,4,0
16048,19,127,14,52
16049,4,60,8,4
16050,14,99,7,4
16051,7,126,9,0
16052,13,129,12,2
16053,15,123,8,82
16054,28,17,2,0
16055,2,110,11,8
16056,7,28,3,0
16057,7,0,0,0
16058,20,0,0,7
16059,16,35,4,9
16060,14,132,9,39
16061,4,0,0,0
16062,10,66,7,8
16063,15,113,9,7
16064,6,133,13,16
16065,8,35,6,3
16066,29,53,6,0
16067,1,0,0,1
16068,3,26,1,2
16069,26,53,6,3
16070,11,0,0,0
16071,2,0,0,0
16072,9,0,0,0
16073,6,0,0,0
16074,18,0,0,10
16075,8,0,0,1
16076,6,0,0,1
16077,19,0,0,1
16078,2,0,0,0
16079,6,0,0,2
16080,11,0,0,3
16081,2,90,13,26
16082,10,33,12,11
16083,3,34,5,10
16084,6,87,14,2
16085,3,4,1,1
16086,1,143,13,12
16087,6,0,0,0
16088,1,20,13,1
16089,2,0,0,0
16090,3,112,13,20
16091,2,44,3,1
16092,18,77,7,17
16093,5,20,4,1
16094,4,60,9,18
16095,17,55,6,0
16096,15,36,6,0
16097,4,0,0,1
16098,21,29,5,0
16099,11,29,2,0
16100,13,45,4,6
16101,9,48,5,2
16102,7,0,0,1
16103,25,0,0,3
16104,2,16,3,1
16105,2,20,4,0
16106,1,64,8,0
16107,2,0,0,0
16109,2,0,0,0
16110,4,13,1,2
16111,7,100,8,53
16112,16,80,9,6
16113,15,0,0,4
16114,6,137,9,18
16115,11,64,7,0
16116,26,0,0,0
16117,8,0,0,4
16118,8,111,10,16
16119,11,0,0,1
16120,4,9,1,0
16121,4,39,4,0
16122,7,71,7,34
16123,6,56,6,6
16124,13,36,5,11
16125,8,50,6,4
16126,7,68,6,23
16127,12,0,0,2
16128,11,0,0,2
16129,6,69,6,12
16130,16,147,9,6
16131,3,30,7,0
16133,4,59,14,3
16134,16,28,3,13
16135,14,106,6,34
16136,15,37,3,0
16137,15,0,0,8
16138,2,70,9,10
16139,14,135,10,0
16140,16,54,7,9
16141,5,0,0,0
16142,3,78,8,7
16143,7,0,0,3
16144,4,83,10,39
16145,8,155,13,34
16146,18,0,0,0
16147,13,0,0,0
16148,11,18,4,1
16149,21,60,7,24
16150,2,71,8,6
16151,21,27,2,0
16152,9,49,4,13
16153,3,31,8,2
16154,5,46,4,25
16155,6,7,2,4
16156,12,130,20,3
16157,24,0,0,7
16159,5,51,7,13
16160,5,15,1,0
16161,12,0,0,1
16162,9,25,2,11
16163,14,29,2,17
16164,10,11,1,2
16165,21,0,0,9
16166,4,33,6,5
16167,9,0,0,0
16168,4,30,7,9
16169,9,170,11,31
16170,3,0,0,0
16171,2,0,0,0
16172,7,0,0,1
16173,20,0,0,5
16174,2,0,0,0
16175,2,0,0,0
16176,12,0,0,2
16177,7,0,0,0
16178,24,0,0,8
16179,9,0,0,6
16180,30,0,0,9
16181,11,58,6,14
16182,14,0,0,1
16183,6,0,0,0
16184,19,40,10,5
16185,20,0,0,7
16186,2,0,0,0
16187,2,0,0,0
16188,6,41,4,0
16189,7,71,12,46
16190,10,38,4,22
16191,10,102,10,35
16192,18,18,2,18
16193,38,82,5,0
16194,4,203,10,0
16195,6,73,6,20
16196,2,245,12,23
16197,5,0,0,0
16198,2,67,6,7
16199,12,0,0,2
16200,9,84,10,2
16201,3,58,6,19
16202,10,9,1,1
16203,12,113,12,14
16204,5,46,6,0
16205,12,50,6,15
16206,14,0,0,0
16207,1,0,0,0
16208,2,21,7,0
16209,13,12,1,0
16210,11,79,10,0
16211,7,49,6,0
16212,13,0,0,4
16213,7,56,16,31
16214,6,88,5,13
16215,12,94,9,3
16216,8,69,5,19
16217,4,0,0,1
16218,33,7,1,0
16220,11,40,6,3
16221,16,0,0,0
16222,5,58,8,3
16223,7,12,6,4
16224,17,90,11,0
16225,26,18,7,0
16226,6,88,9,0
16227,18,0,0,4
16228,10,42,5,5
16229,26,151,12,6
16230,20,108,12,27
16231,21,85,9,3
16232,8,62,7,20
16233,16,42,6,17
16234,3,13,2,0
16235,17,60,10,0
16236,10,210,12,0
16237,9,0,0,0
16238,16,0,0,1
16239,11,48,9,13
16240,13,16,6,0
16241,5,0,0,0
16242,23,16,2,0
16244,21,82,6,4
16245,12,187,13,67
16246,17,62,6,41
16247,10,0,0,5
16248,11,84,6,0
16249,17,85,6,49
16250,23,48,4,0
16251,37,137,13,14
16252,15,0,0,7
16253,10,19,4,19
16254,1,24,2,7
16255,22,0,0,0
16256,2,0,0,1
16257,9,0,0,2
16258,4,0,0,0
16259,2,11,1,6
16260,2,36,4,9
16261,5,100,10,37
16262,15,0,0,8
16263,9,0,0,3
16264,9,33,4,0
16265,6,145,14,0
16266,10,4,2,6
16267,7,0,0,0
16268,10,182,13,53
16270,12,0,0,1
16271,7,0,0,1
16272,34,0,0,0
16273,14,0,0,1
16274,20,0,0,6
16275,4,0,0,0
16276,6,0,0,0
16277,5,0,0,0
16278,19,0,0,0
16279,9,0,0,3
16280,16,51,16,7
16281,15,80,9,31
16282,6,27,3,2
16283,2,110,8,0
16284,20,79,10,33
16285,14,55,5,0
16286,2,56,7,9
16287,10,0,0,0
16288,19,38,6,1
16289,12,90,8,5
16290,13,21,2,4
16291,7,0,0,0
16292,3,204,11,21
16293,13,88,12,34
16294,2,72,6,5
16295,7,119,8,67
16296,13,35,9,0
16297,3,0,0,0
16298,14,8,1,2
16299,22,135,13,23
16300,15,130,14,22
16301,5,42,8,3
16302,14,14,2,7
16303,14,0,0,4
16304,13,19,4,9
16305,4,0,0,0
16306,8,0,0,2
16307,1,0,0,0
16308,24,124,14,44
16309,18,11,2,0
16310,9,199,12,35
16311,7,26,3,4
16312,1,72,10,20
16313,12,106,14,0
16314,14,99,17,0
16315,14,115,10,7
16316,11,26,3,0
16317,19,0,0,0
16318,15,38,3,11
16319,14,0,0,3
16320,6,50,4,17
16321,6,56,6,3
16322,19,20,3,0
16323,3,26,7,0
16324,19,183,12,34
16325,2,78,12,30
16326,4,43,6,4
16327,10,0,0,0
16328,4,26,3,5
16329,8,87,7,28
16331,2,73,9,1
16332,11,0,0,3
16333,21,18,2,8
16334,17,72,5,7
16335,2,11,5,0
16336,7,70,7,0
16337,7,0,0,0
16338,6,5,1,6
16339,10,14,1,5
16340,11,17,4,11
16341,2,58,8,13
16342,15,38,7,2
16343,27,140,12,10
16344,3,107,8,27
16345,5,23,7,0
16346,16,0,0,4
16347,2,0,0,0
16348,4,50,13,0
16349,13,44,5,0
16350,13,14,3,0
16351,18,13,1,11
16352,17,47,6,0
16353,2,96,7,0
16355,4,29,4,7
16356,2,0,0,0
16357,22,0,0,1
16358,9,72,10,10
16359,2,0,0,0
16360,3,39,6,0
16361,14,150,10,0
16362,7,39,6,6
16363,8,137,9,58
16364,5,49,13,5
16365,8,57,7,7
16366,25,29,2,0
16367,23,0,0,4
16368,11,0,0,0
16369,7,5,1,0
16370,22,0,0,3
16371,23,0,0,0
16372,10,0,0,0
16373,20,0,0,8
16374,29,0,0,0
16375,10,0,0,3
16376,17,0,0,6
16377,13,0,0,5
16378,4,0,0,1
16379,13,0,0,0
16381,7,2,2,6
16382,2,0,0,0
16383,9,41,6,17
16384,12,57,4,0
16385,13,0,0,0
16386,12,0,0,0
16387,5,0,0,0
16388,13,53,6,12
16389,5,78,4,11
16390,10,3,1,0
16391,9,72,10,18
16392,3,0,0,1
16393,4,12,2,3
16394,6,71,6,8
16395,4,36,8,22
16396,14,277,16,86
16397,16,0,0,0
16398,29,41,3,10
16399,3,26,7,6
16400,3,6,2,1
16401,10,0,0,0
16402,7,11,1,0
16403,7,49,4,0
16404,13,62,12,1
16405,6,123,10,6
16406,8,134,9,33
16407,24,0,0,11
16408,6,92,12,8
16409,3,126,13,42
16410,6,0,0,1
16411,26,32,5,0
16412,12,10,1,0
16413,11,38,4,16
16414,14,40,4,12
16415,17,78,6,0
16416,13,37,6,0
16417,22,0,0,12
16418,7,5,1,5
16419,17,238,16,13
16420,9,88,13,7
16421,2,35,4,5
16422,4,24,3,0
16423,14,42,3,11
16424,2,6,3,3
16425,9,66,7,0
16426,5,0,0,0
16427,4,0,0,0
16428,7,74,5,29
16429,26,0,0,8
16430,8,0,0,3
16431,2,30,7,0
16432,16,0,0,2
16433,5,56,7,1
16434,13,43,9,2
16435,17,19,2,0
16436,7,0,0,0
16437,2,0,0,0
16438,9,86,11,2
16439,15,64,9,11
16440,4,44,3,21
16442,11,96,4,1
16443,20,11,1,0
16444,11,0,0,1
16445,2,0,0,1
16446,18,66,9,6
16447,13,0,0,0
16448,3,159,14,10
16449,12,46,3,0
16450,11,88,7,11
16451,4,92,9,10
16452,8,86,13,0
16453,4,5,1,1
16454,26,0,0,0
16455,14,0,0,4
16456,6,48,10,11
16457,16,0,0,0
16458,3,29,9,0
16459,6,75,6,27
16460,2,0,0,0
16461,16,21,9,0
16462,13,149,10,0
16463,7,72,7,24
16464,14,0,0,0
16466,17,21,5,7
16467,14,0,0,6
16468,10,25,4,0
16469,6,19,2,14
16470,4,0,0,1
16471,3,0,0,0
16472,8,0,0,3
16473,12,0,0,3
16474,11,0,0,1
16475,12,0,0,2
16476,8,0,0,1
16477,8,0,0,0
16478,2,0,0,0
16479,4,0,0,0
16480,17,37,3,0
16481,7,2,1,0
16482,31,0,0,0
16483,5,25,2,0
16484,20,126,9,18
16485,6,13,1,1
16486,2,57,6,3
16487,18,0,0,0
16488,2,22,4,8
16489,5,63,11,7
16490,2,0,0,1
16492,3,199,17,0
16493,12,53,6,24
16494,6,7,1,3
16495,13,145,8,42
16496,9,0,0,2
16497,13,0,0,1
16498,18,22,8,0
16499,22,71,8,1
16500,22,13,4,9
16501,20,64,9,3
16502,2,9,2,1
16503,11,44,4,10
16504,15,34,3,0
16505,18,81,7,33
16506,13,0,0,1
16507,13,0,0,0
16508,19,25,6,15
16509,2,31,2,6
16510,18,65,12,14
16511,17,39,3,5
16512,11,42,5,10
16513,3,44,4,9
16514,9,29,5,8
16515,4,19,3,0
16516,11,88,7,1
16517,15,0,0,1
16518,12,0,0,2
16519,2,0,0,0
16520,8,72,7,24
16521,20,35,4,0
16522,19,37,10,3
16523,30,27,4,3
16524,23,48,6,27
16525,4,79,6,28
16526,16,9,1,0
16527,18,0,0,4
16528,25,132,12,50
16529,10,0,0,0
16530,12,90,6,0
16531,21,0,0,0
16532,6,0,0,0
16533,7,0,0,1
16534,20,236,16,42
16535,7,97,7,0
16536,7,0,0,0
16537,7,0,0,1
16538,11,40,5,2
16539,5,15,3,0
16540,12,9,1,0
16541,2,16,3,0
16542,8,46,6,0
16543,12,0,0,4
16544,1,3,1,1
16545,6,30,2,0
16546,19,48,5,0
16547,1,0,0,0
16548,17,27,4,0
16549,21,189,14,8
16550,3,54,9,20
16551,16,0,0,3
16553,10,0,0,0
16554,8,0,0,4
16555,7,27,7,4
16556,2,0,0,0
16557,10,0,0,5
16558,24,41,14,9
16559,16,44,3,0
16560,13,31,4,0
16561,1,21,7,13
16562,10,64,6,20
16563,7,13,2,12
16564,7,44,4,1
16565,17,4,1,2
16566,2,59,4,0
16567,12,0,0,2
16568,2,51,5,0
16569,22,0,0,9
16570,3,0,0,1
16571,8,0,0,0
16572,4,0,0,0
16573,9,0,0,3
16574,4,0,0,1
16575,17,0,0,8
16577,16,0,0,5
16578,8,0,0,0
16579,9,0,0,1
16580,2,133,10,8
16581,2,41,5,0
16582,7,0,0,0
16583,19,0,0,0
16584,14,37,3,0
16585,7,44,4,0
16586,21,0,0,1
16587,20,0,0,2
16588,11,66,4,0
16589,14,104,12,0
16590,16,9,5,10
16591,2,96,11,20
16592,4,37,7,1
16593,3,70,12,27
16594,4,79,11,33
16595,22,208,12,0
16596,14,110,13,10
16597,27,0,0,0
16598,11,0,0,4
16599,21,0,0,2
16600,10,0,0,1
16601,7,33,7,0
16603,16,0,0,0
16604,2,28,8,3
16605,3,66,10,12
16606,20,191,10,34
16607,1,0,0,0
16608,26,159,10,42
16609,16,16,3,8
16610,16,30,2,0
16611,2,34,2,4
16612,4,27,3,2
16613,1,101,17,39
16614,6,39,6,3
16615,23,90,13,25
16616,8,0,0,2
16617,21,0,0,1
16618,13,104,9,0
16619,8,43,12,19
16620,14,0,0,1
16621,17,0,0,0
16622,27,71,4,36
16623,10,36,5,6
16624,2,108,11,0
16625,12,51,5,0
16626,18,19,3,10
16627,18,0,0,3
16628,5,95,14,24
16629,7,0,0,0
16630,16,0,0,0
16631,11,0,0,0
16632,5,60,7,0
16633,3,8,1,7
16634,5,27,2,1
16635,1,75,11,3
16636,8,12,1,0
16637,8,0,0,1
16638,6,0,0,1
16639,10,16,6,8
16640,3,0,0,0
16641,2,123,8,40
16642,8,36,4,4
16643,8,24,6,3
16644,3,88,7,3
16645,17,27,2,10
16646,6,0,0,1
16647,12,0,0,0
16648,2,22,5,1
16649,14,10,1,2
16650,24,82,10,3
16651,7,0,0,1
16652,25,33,3,7
16653,22,106,4,24
16654,12,242,9,0
16655,8,36,5,0
16656,2,32,6,0
16657,10,0,0,2
16658,10,28,3,2
16659,10,9,1,0
16660,8,14,3,11
16661,18,66,4,0
16662,6,123,16,11
16664,4,62,7,1
16665,4,143,12,0
16666,11,6,1,2
16667,8,0,0,1
16668,14,6,3,3
16669,7,87,8,38
16670,9,0,0,0
16671,17,0,0,0
16672,17,0,0,1
16673,5,0,0,1
16674,2,0,0,1
16675,6,0,0,0
16676,14,0,0,1
16677,19,0,0,1
16678,7,0,0,0
16679,2,0,0,0
16680,10,65,4,9
16681,3,14,1,3
16682,19,28,3,0
16683,2,53,7,16
16684,18,43,4,22
16685,18,0,0,7
16686,10,0,0,2
16688,2,10,1,0
16689,23,13,1,5
16690,8,4,1,7
16691,2,0,0,0
16692,9,35,6,2
16693,2,27,5,8
16694,5,46,4,15
16695,14,46,4,4
16696,13,87,9,4
16697,22,0,0,0
16698,16,23,1,5
16699,23,221,13,0
16700,18,0,0,0
16701,13,0,0,7
16702,6,0,0,2
16703,11,0,0,1
16704,17,0,0,2
16705,17,0,0,0
16706,14,0,0,4
16707,8,0,0,2
16708,7,0,0,0
16709,11,0,0,2
16710,14,0,0,0
16711,9,0,0,1
16712,16,0,0,2
16714,27,0,0,0
16715,14,0,0,7
16716,9,0,0,4
16717,2,0,0,1
16718,25,0,0,0
16719,13,0,0,3
16720,9,0,0,4
16721,13,0,0,5
16722,3,0,0,1
16723,18,0,0,0
16724,16,0,0,3
16725,17,0,0,6
16726,14,0,0,2
16727,3,0,0,1
16728,12,0,0,0
16729,10,0,0,2
16730,8,0,0,4
16731,19,0,0,0
16732,11,0,0,0
16733,21,0,0,1
16734,5,0,0,1
16735,20,0,0,5
16736,3,0,0,0
16737,19,0,0,0
16738,18,0,0,3
16739,14,0,0,0
16740,3,0,0,1
16741,14,0,0,1
16742,10,0,0,0
16743,8,0,0,5
16744,8,0,0,1
16745,16,0,0,0
16746,2,0,0,0
16747,10,0,0,4
16748,11,0,0,3
16749,12,0,0,5
16750,26,0,0,0
16751,2,0,0,1
16752,21,0,0,0
16753,8,0,0,1
16754,20,0,0,1
16755,2,0,0,0
16756,21,0,0,4
16757,12,0,0,0
16758,11,0,0,3
16759,18,0,0,6
16760,19,0,0,0
16761,3,0,0,0
16762,2,0,0,0
16763,5,0,0,3
16764,12,0,0,3
16765,10,0,0,5
16766,7,0,0,2
16767,11,0,0,2
16768,21,0,0,0
16769,19,0,0,0
16770,5,0,0,2
16771,27,0,0,3
16772,18,0,0,0
16773,10,0,0,0
16775,9,0,0,0
16776,23,0,0,5
16777,8,0,0,0
16778,20,0,0,5
16779,9,0,0,3
16780,10,0,0,0
16781,19,0,0,7
16782,15,0,0,1
16783,14,0,0,5
16784,2,0,0,0
16785,16,0,0,13
16786,9,0,0,0
16787,3,0,0,1
16788,8,135,13,7
16789,11,0,0,0
16790,3,30,3,6
16791,13,25,2,0
16792,10,14,5,10
16793,11,52,5,10
16794,2,24,4,0
16795,2,41,5,14
16796,25,76,10,24
16797,20,77,6,0
16799,8,61,7,27
16800,7,44,4,0
16801,11,87,12,25
16802,10,0,0,3
16803,18,46,6,0
16804,1,0,0,0
16805,6,32,4,10
16806,10,47,5,13
16807,19,13,1,1
16808,19,80,9,9
16809,12,27,5,0
16810,1,17,3,3
16811,4,176,6,21
16812,9,39,4,0
16813,10,28,8,9
16814,32,18,4,18
16815,6,0,0,0
16816,30,34,4,0
16817,9,43,6,26
16818,27,23,6,18
16819,15,41,10,0
16820,7,17,4,1
16821,9,4,1,5
16822,29,46,3,0
16823,4,83,8,11
16825,1,30,4,10
16826,7,26,4,3
16827,14,97,10,0
16828,5,12,2,8
16829,11,74,9,17
16830,2,67,6,0
16831,8,0,0,0
16832,10,9,1,0
16833,7,25,3,7
16834,4,65,4,2
16835,13,45,3,11
16836,7,83,10,0
16837,3,88,8,0
16838,6,64,10,16
16839,12,8,1,0
16840,17,124,10,11
16841,2,60,7,17
16842,16,26,3,0
16843,8,52,10,0
16844,3,134,10,0
16845,2,0,0,1
16846,2,80,10,0
16847,13,40,5,0
16848,3,60,4,15
16849,8,23,2,2
16850,12,239,19,24
16851,1,19,6,1
16852,11,11,1,7
16853,13,152,13,27
16854,24,100,6,28
16855,9,47,6,8
16856,6,11,1,3
16857,7,86,6,0
16858,17,56,6,14
16859,14,45,7,10
16860,5,45,3,0
16861,33,0,0,9
16862,9,0,0,1
16863,22,99,10,31
16864,6,46,9,0
16865,12,0,0,3
16866,3,0,0,0
16867,10,39,7,5
16868,4,3,1,2
16869,2,0,0,1
16870,12,93,5,5
16871,13,76,6,6
16872,2,81,12,37
16873,15,7,1,0
16874,4,19,2,8
16875,2,10,2,0
16876,14,53,7,12
16877,9,8,1,4
16878,5,104,9,17
16879,18,73,9,16
16880,8,40,6,11
16881,7,53,6,7
16882,19,22,8,1
16883,14,52,6,18
16884,4,71,7,0
16886,4,125,9,18
16887,17,60,8,19
16888,1,32,4,2
16889,8,14,6,2
16890,5,268,10,0
16891,3,0,0,0
16892,13,0,0,0
16893,22,0,0,2
16894,14,73,14,42
16895,2,42,6,0
16896,14,0,0,1
16897,5,33,8,0
16898,21,25,3,12
16899,7,24,6,21
16900,7,42,12,21
16901,4,39,6,19
16902,10,82,8,23
16903,9,63,10,15
16904,5,0,0,0
16905,3,0,0,0
16906,19,38,4,16
16907,17,40,4,4
16908,19,30,4,0
16910,17,22,3,15
16911,8,28,7,8
16912,2,50,5,9
16913,2,4,1,0
16914,10,53,5,4
16915,10,75,8,1
16916,11,70,7,0
16917,12,32,3,10
16918,13,107,9,0
16919,4,30,2,0
16920,10,29,3,4
16921,6,79,11,22
16922,18,35,4,5
16923,23,148,16,31
16924,6,130,11,0
16925,12,29,3,0
16926,20,0,0,1
16927,4,213,13,27
16928,26,110,10,0
16929,6,74,7,23
16930,4,130,11,46
16931,10,17,4,0
16932,30,0,0,3
16933,6,27,3,2
16934,15,73,9,17
16936,14,207,12,57
16937,8,9,1,0
16938,10,19,1,3
16939,6,150,9,29
16940,8,12,1,3
16941,4,40,5,8
16942,20,41,4,0
16943,9,16,3,5
16944,14,88,7,8
16945,1,101,13,0
16946,5,94,13,9
16947,13,11,1,0
16948,31,109,4,16
16949,9,24,10,0
16950,10,220,12,0
16951,11,213,16,4
16952,22,28,6,0
16953,15,0,0,0
16954,7,4,1,4
16955,8,38,3,0
16956,11,0,0,0
16957,14,0,0,4
16958,4,0,0,1
16959,16,0,0,0
16960,3,8,4,9
16961,16,31,2,23
16962,8,52,6,3
16963,2,0,0,0
16964,1,31,6,9
16965,2,16,4,5
16966,10,42,6,21
16967,9,64,8,0
16968,7,0,0,3
16969,12,64,6,19
16970,20,232,17,33
16971,10,93,7,8
16972,11,49,4,13
16973,16,82,6,7
16974,10,11,4,4
16975,10,5,1,1
16976,2,83,6,13
16977,7,113,9,0
16978,4,8,1,2
16979,13,20,2,10
16980,16,119,7,37
16981,2,99,9,0
16982,2,0,0,1
16983,21,133,14,11
16984,12,9,2,0
16985,5,51,7,9
16986,13,15,1,0
16987,15,29,3,0
16988,5,13,1,0
16989,17,173,12,4
16990,2,21,4,3
16991,29,131,9,49
16992,14,19,3,0
16993,2,32,2,9
16994,8,0,0,2
16995,10,0,0,0
16997,12,0,0,0
16998,13,12,1,12
16999,11,102,8,16
17000,2,22,2,7
17001,5,182,16,0
17002,11,37,4,0
17003,8,29,3,1
17004,8,158,7,0
17005,2,23,7,0
17006,2,16,1,5
17007,2,119,10,28
17008,31,66,6,0
17009,11,0,0,0
17010,3,0,0,0
17011,5,58,9,8
17012,5,75,7,17
17013,4,75,10,9
17014,17,0,0,1
17015,15,62,6,11
17016,3,37,5,10
17017,20,22,7,0
17018,17,0,0,4
17019,4,45,6,15
17021,23,0,0,0
17022,18,49,11,0
17023,2,0,0,0
17024,18,162,12,1
17025,3,15,1,3
17026,12,86,10,0
17027,6,0,0,0
17028,18,81,8,18
17029,8,0,0,1
17030,8,75,12,10
17031,12,0,0,4
17032,14,24,8,0
17033,15,24,3,0
17034,4,97,11,13
17035,7,0,0,0
17036,3,29,2,1
17037,3,61,6,0
17038,13,69,5,19
17039,17,26,2,0
17040,10,12,2,3
17041,8,0,0,3
17042,19,109,7,0
17043,12,224,16,14
17044,8,91,9,0
17045,11,43,6,36
17047,5,20,3,3
17048,5,0,0,0
17049,6,44,7,37
17050,3,46,8,0
17051,14,51,3,26
17052,14,46,3,0
17053,19,0,0,0
17054,17,64,7,10
17055,19,86,5,0
17056,11,219,12,26
17057,10,66,7,34
17058,4,27,3,10
17059,6,26,3,9
17060,5,98,9,16
17061,2,0,0,1
17062,14,66,9,6
17063,9,80,4,0
17064,5,22,7,0
17065,2,65,4,2
17066,19,67,7,9
17067,2,30,6,0
17068,12,25,2,13
17069,7,16,7,7
17070,2,43,3,0
17071,5,16,3,10
17072,21,55,3,0
17073,2,23,7,10
17074,2,13,1,0
17075,10,0,0,2
17076,5,96,11,0
17077,5,0,0,0
17078,16,0,0,0
17079,7,14,1,0
17080,13,41,7,2
17081,7,43,7,0
17082,20,37,4,0
17083,14,22,1,0
17084,19,229,13,40
17085,4,20,3,3
17086,15,18,1,4
17087,2,0,0,1
17088,5,0,0,1
17089,9,250,16,0
17090,2,104,9,25
17091,41,76,12,6
17092,15,26,5,5
17093,14,0,0,4
17094,11,0,0,0
17095,13,0,0,0
17096,18,102,10,10
17097,7,12,3,2
17098,17,69,10,1
17099,9,46,6,38
17100,23,0,0,11
17101,3,65,6,0
17102,11,45,6,2
17103,14,0,0,4
17104,2,104,9,0
17105,10,86,9,8
17106,2,186,23,74
17108,11,95,6,0
17109,5,140,12,20
17110,19,0,0,1
17111,14,96,7,9
17112,2,0,0,0
17113,7,115,14,12
17114,6,34,3,0
17115,10,73,12,0
17116,6,11,1,0
17117,7,16,2,2
17118,2,107,8,8
17119,9,61,7,1
17120,11,123,10,45
17121,1,0,0,1
17122,29,67,9,0
17123,5,94,14,16
17124,8,47,5,19
17125,7,5,1,4
17126,19,9,1,0
17127,22,0,0,3
17128,6,21,6,7
17129,4,6,1,0
17130,30,0,0,1
17132,3,0,0,1
17133,2,54,7,0
17134,10,49,4,0
17135,11,56,9,1
17136,8,0,0,7
17137,6,16,3,9
17138,2,53,5,3
17139,2,14,3,3
17140,5,0,0,4
17141,18,0,0,2
17142,16,23,2,9
17143,7,160,12,46
17144,8,6,2,0
17145,6,12,1,0
17146,11,39,4,5
17147,17,83,12,22
17148,25,93,9,0
17149,11,75,8,0
17150,8,62,8,25
17151,9,8,1,0
17152,2,10,2,3
17153,2,14,3,9
17154,11,52,10,4
17155,19,83,13,41
17156,8,65,10,30
17158,4,0,0,1
17159,17,0,0,5
17160,19,80,10,5
17161,14,58,3,2
17162,21,0,0,6
17163,4,12,5,3
17164,20,37,4,7
17165,18,136,16,22
17166,6,26,3,0
17167,12,0,0,4
17168,9,109,17,6
17169,7,0,0,3
17170,17,40,4,9
17171,14,39,6,16
17172,11,72,7,8
17173,5,34,3,0
17174,25,80,6,18
17175,21,0,0,3
17176,15,59,7,0
17177,8,0,0,1
17178,10,7,1,7
17179,2,95,8,0
17180,11,63,8,3
17181,15,37,11,2
17182,15,13,2,12
17183,10,0,0,4
17184,13,0,0,4
17185,3,53,4,25
17186,13,156,12,3
17187,3,19,3,3
17188,16,59,6,0
17189,9,72,6,0
17190,9,146,14,10
17191,14,177,12,0
17192,23,0,0,5
17193,3,52,6,14
17194,17,31,6,0
17195,21,121,10,0
17196,3,7,2,0
17197,6,114,10,22
17198,17,127,9,54
17199,4,35,6,9
17200,7,0,0,3
17201,14,121,10,3
17202,2,50,5,2
17203,7,0,0,0
17204,14,71,5,31
17205,7,0,0,2
17206,17,12,1,12
17207,11,0,0,4
17208,11,0,0,0
17209,20,124,10,29
17210,6,0,0,0
17211,1,0,0,0
17212,12,0,0,0
17213,4,6,3,0
17214,8,54,5,0
17215,15,54,6,0
17216,2,22,3,4
17217,10,0,0,0
17219,12,0,0,0
17220,5,35,4,10
17221,27,33,6,18
17222,23,0,0,4
17223,2,132,8,4
17224,4,92,9,0
17225,6,91,9,7
17226,5,109,9,36
17227,17,0,0,5
17228,22,118,16,37
17229,11,31,6,16
17230,9,51,14,0
17231,19,170,9,51
17232,8,50,7,0
17233,34,24,4,33
17234,4,51,4,31
17235,2,141,12,20
17236,24,63,3,7
17237,8,67,7,23
17238,2,81,4,15
17239,2,46,8,7
17240,5,59,7,15
17241,14,104,6,20
17243,9,113,7,17
17244,16,50,4,0
17245,17,54,3,11
17246,13,55,8,17
17247,16,0,0,1
17248,18,83,7,25
17249,9,97,10,0
17250,18,76,10,0
17251,18,45,5,26
17252,19,0,0,7
